kind,task,machine_selectable,process_time
4,0,"(22, 0, 5, 14, 21, 16, 1, 23, 18, 13, 10, 12, 20, 7, 24, 3, 9, 4, 6, 8, 2, 15, 17)","(11, 11, 15, 20, 12, 12, 13, 12, 18, 12, 12, 12, 18, 12, 14, 10, 18, 14, 17, 15, 12, 18, 13)"
4,1,"(13, 17, 8, 16, 4, 19, 22, 24, 0, 1, 21, 10, 15, 14)","(15, 19, 19, 19, 14, 10, 10, 14, 11, 10, 18, 14, 17, 19)"
4,2,"(19, 2, 6, 13, 8)","(11, 13, 15, 11, 11)"
4,3,"(12, 18, 8, 3, 9, 0, 6, 20, 19, 16, 2, 22, 1, 11, 4, 21, 17, 14, 24, 15, 10, 23, 7, 13, 5)","(13, 15, 20, 10, 15, 13, 15, 17, 12, 12, 20, 18, 19, 12, 10, 16, 14, 11, 20, 20, 15, 17, 18, 10, 19)"
4,4,"(21, 16, 9, 22, 5, 24, 8, 14, 2, 17, 3, 18, 0, 23, 20, 7, 12, 11, 19, 10, 15)","(17, 18, 13, 10, 12, 18, 10, 11, 10, 14, 11, 19, 14, 15, 13, 14, 11, 19, 15, 12, 18)"
4,5,"(15, 19, 17, 14, 13, 6, 2, 24, 10, 5, 12, 0, 22, 3, 8, 18, 9, 20, 11, 1, 4, 16, 7, 23, 21)","(11, 20, 14, 14, 17, 18, 16, 17, 14, 20, 12, 18, 10, 12, 11, 20, 18, 20, 18, 19, 13, 10, 16, 13, 15)"
5,0,"(7, 18, 12, 3, 13, 22, 14, 17, 0, 1, 9, 23, 19, 24, 11, 16, 10, 2, 21)","(17, 18, 20, 10, 20, 13, 17, 18, 19, 11, 20, 12, 11, 13, 20, 19, 17, 14, 13)"
5,1,"(8, 4, 3, 19, 21, 23, 12, 14, 11, 5, 6, 9, 2, 13, 20, 0, 1, 7)","(16, 19, 19, 10, 15, 15, 18, 15, 15, 17, 15, 19, 19, 14, 10, 18, 14, 12)"
5,2,"(24, 14, 17, 12, 9, 0, 8, 6, 10, 23, 18)","(19, 10, 16, 19, 16, 19, 20, 10, 14, 15, 12)"
5,3,"(8, 11, 13, 16, 17, 4, 3, 9, 7, 2, 10, 12, 14, 24, 5, 18, 20, 6, 22, 21, 23, 0, 19, 15)","(18, 19, 18, 16, 10, 16, 11, 10, 16, 15, 16, 17, 13, 13, 17, 14, 15, 17, 10, 11, 16, 15, 12, 17)"
5,4,"(20, 0, 7, 18, 10, 2, 9, 16)","(16, 11, 13, 16, 20, 18, 11, 14)"
5,5,"(11, 20, 13, 23, 24)","(19, 18, 10, 12, 15)"
5,6,"(17, 10, 3, 5, 21, 18, 14, 9, 6, 1)","(13, 20, 10, 18, 14, 13, 17, 16, 19, 19)"
6,0,"(5, 24, 21, 8, 12, 7, 23)","(12, 20, 19, 16, 14, 14, 14)"
6,1,"(3, 4, 15, 11, 12, 14, 5, 7, 8, 0, 2, 17, 10, 9, 18, 16, 24, 13, 19, 23, 6, 1, 20)","(17, 17, 12, 15, 10, 18, 14, 20, 12, 13, 12, 14, 12, 13, 14, 18, 10, 10, 14, 11, 17, 12, 14)"
6,2,"(14, 12, 18, 3, 24, 9, 21, 8, 10, 4, 17, 13, 20, 2, 1, 23, 5, 22, 0, 11, 6, 7, 19, 15, 16)","(11, 15, 15, 13, 16, 19, 11, 15, 18, 15, 15, 17, 14, 19, 10, 16, 12, 17, 19, 16, 10, 12, 14, 12, 15)"
6,3,"(0, 5, 24, 23, 11, 18, 15, 2, 12, 9, 14, 19, 13)","(17, 10, 13, 13, 13, 20, 12, 19, 15, 20, 19, 14, 15)"
6,4,"(21, 11, 22, 16, 15, 9, 12, 17, 8, 2, 19, 6, 3, 14, 18, 24)","(12, 13, 11, 15, 20, 18, 12, 18, 16, 13, 10, 14, 10, 12, 19, 16)"
6,5,"(8, 13, 14, 9, 7, 23, 15, 16, 5, 20, 19, 1, 10, 18, 3, 11, 4, 0, 12)","(16, 12, 19, 19, 11, 17, 12, 11, 17, 14, 12, 19, 12, 12, 10, 14, 11, 16, 17)"
7,0,"(5, 13, 24, 22, 12)","(18, 12, 11, 15, 20)"
7,1,"(12, 22, 18, 8, 24, 17, 0, 11, 4, 13)","(13, 19, 12, 16, 16, 19, 13, 17, 10, 16)"
7,2,"(5, 20, 6, 15)","(13, 12, 15, 10)"
7,3,"(12, 16, 19, 22, 11, 4, 13, 20, 5, 14, 23)","(13, 11, 13, 19, 12, 18, 10, 14, 18, 15, 10)"
7,4,"(15, 13, 5, 11, 4, 24, 14, 17, 23, 7, 2, 19, 6, 20, 9, 8)","(12, 12, 10, 16, 11, 20, 19, 10, 11, 19, 13, 20, 13, 13, 15, 19)"
7,5,"(24, 18, 13)","(13, 17, 19)"
7,6,"(18, 5, 17, 16, 19, 7)","(17, 11, 19, 10, 10, 10)"
7,7,"(24, 20, 22, 0, 8, 13, 14, 16, 10, 1, 17, 3, 11, 15, 7, 4, 6, 2, 18, 9, 19)","(20, 10, 12, 19, 20, 15, 16, 11, 16, 12, 12, 15, 16, 20, 14, 17, 11, 18, 15, 15, 19)"
7,8,"(19, 2, 9, 6, 13, 0, 10, 4, 7, 5, 17, 24, 18, 23, 1)","(14, 10, 17, 19, 19, 12, 13, 10, 14, 15, 13, 12, 13, 11, 16)"
7,9,"(19, 12, 9, 4, 7, 23, 18, 24, 8, 17, 10, 6, 15, 1, 21, 3, 5, 14, 11, 13, 2)","(20, 20, 17, 17, 18, 11, 14, 15, 16, 14, 17, 14, 13, 17, 10, 11, 19, 14, 15, 13, 20)"
8,0,"(15, 4, 22, 11, 3, 12, 17, 24, 21, 16, 6, 19, 20, 0, 23, 5, 14, 10, 7, 8, 2, 13, 18)","(19, 11, 11, 20, 17, 17, 16, 16, 16, 15, 10, 15, 12, 20, 17, 20, 16, 11, 12, 10, 19, 12, 18)"
8,1,"(15, 4, 10, 14, 9, 23, 17, 16, 12, 0, 24, 3, 22, 2)","(11, 20, 15, 17, 18, 10, 16, 20, 11, 19, 10, 12, 12, 13)"
8,2,"(23, 1, 20, 5, 16, 13, 4)","(11, 20, 11, 16, 17, 20, 18)"
8,3,"(16, 23, 8, 6, 22, 3, 9, 19, 18, 2, 5, 1, 21, 10, 12, 11, 0, 20, 7, 4, 15, 13, 24, 14)","(20, 17, 10, 16, 20, 17, 20, 16, 13, 15, 13, 12, 12, 13, 20, 17, 11, 18, 15, 19, 12, 11, 12, 16)"
8,4,"(20, 2, 17, 19, 15, 10, 22, 8, 24, 11, 9, 18, 23, 1, 7, 16, 14, 5, 6, 4, 0)","(20, 18, 14, 20, 18, 15, 16, 13, 17, 11, 11, 14, 12, 19, 14, 13, 10, 10, 10, 13, 17)"
8,5,"(4, 16, 17, 15, 20, 19, 10, 11, 24, 13, 5, 8, 9, 3, 1, 6, 23, 7)","(15, 13, 19, 18, 19, 12, 13, 11, 13, 12, 14, 16, 15, 19, 20, 20, 18, 16)"
8,6,"(1, 16, 17, 0, 13, 22, 5, 18)","(16, 19, 13, 12, 17, 18, 14, 11)"
8,7,"(1, 2, 24, 11, 23, 10, 6, 12, 17, 3, 21)","(17, 20, 18, 13, 20, 17, 16, 15, 19, 11, 15)"
8,8,"(3, 10, 18, 12, 5, 20, 4, 22, 7)","(13, 18, 12, 10, 11, 11, 14, 20, 10)"
9,0,"(3, 18, 23, 6, 8, 19, 2)","(16, 15, 12, 16, 16, 14, 12)"
9,1,"(21, 24, 12, 8, 11, 22, 23, 3, 19, 4, 15, 16, 20, 18, 7, 5, 1, 2, 14, 6, 10, 17)","(16, 17, 13, 15, 11, 12, 17, 12, 14, 15, 15, 13, 13, 17, 15, 20, 16, 15, 16, 19, 17, 16)"
9,2,"(3, 21, 17, 23, 5, 2, 0, 24, 11, 15)","(14, 18, 17, 18, 14, 19, 16, 12, 12, 14)"
9,3,"(9, 0, 22, 8, 7, 13, 12, 1, 3, 4, 17, 10, 19, 24)","(19, 14, 15, 11, 10, 14, 16, 20, 12, 15, 10, 16, 19, 12)"
9,4,"(16, 13, 10, 18, 11, 9, 24, 8, 14, 0, 12, 3, 21, 6, 15, 23, 1, 2)","(19, 16, 15, 16, 18, 15, 11, 12, 20, 10, 16, 12, 17, 16, 17, 12, 19, 13)"
10,0,"(0, 24, 17, 2, 20, 15, 4, 1, 13, 6, 5)","(15, 10, 19, 17, 19, 13, 14, 20, 14, 12, 11)"
10,1,"(24, 12, 0, 23, 14, 10, 6, 15, 18, 16, 9, 1, 13, 17, 11, 2, 5)","(12, 19, 11, 14, 16, 20, 15, 10, 12, 12, 13, 14, 17, 17, 18, 20, 10)"
10,2,"(8, 15, 0, 1, 16, 23, 5, 19, 11, 7, 13, 2, 10, 21, 14, 20, 17, 22, 12, 6, 3, 4, 9, 18)","(14, 15, 17, 19, 17, 12, 15, 11, 18, 14, 20, 10, 17, 10, 13, 13, 20, 19, 18, 12, 11, 14, 17, 18)"
10,3,"(6, 17, 9, 23, 2, 15, 12, 3, 22, 16, 21, 11, 7, 24)","(20, 12, 13, 13, 17, 20, 12, 10, 19, 14, 15, 11, 16, 17)"
10,4,"(8, 7, 21, 4, 1, 9, 3, 22)","(16, 17, 10, 16, 13, 16, 20, 13)"
10,5,"(14, 7, 11, 23, 9, 20, 5, 22, 19, 6, 2, 18, 0, 17, 10, 15, 24, 1, 4, 16, 21, 13)","(20, 12, 18, 16, 13, 10, 11, 11, 12, 12, 10, 10, 20, 18, 14, 18, 14, 12, 16, 14, 18, 13)"
10,6,"(16, 11, 10, 1, 20, 2, 6, 18, 8, 12, 23, 19, 5, 4, 3, 15, 9, 21, 13)","(13, 13, 16, 17, 20, 19, 16, 10, 18, 12, 18, 19, 16, 17, 20, 11, 13, 16, 10)"
10,7,"(19,)","(15,)"
10,8,"(19, 7, 4, 0, 2, 14, 13, 18, 6, 8, 9, 12, 21, 10)","(20, 20, 14, 19, 14, 16, 19, 12, 10, 18, 15, 16, 14, 19)"
11,0,"(10, 23, 20, 8)","(10, 11, 13, 12)"
11,1,"(22, 14, 24, 0, 11, 16, 17, 1, 4, 20, 6, 19, 23)","(14, 19, 15, 11, 19, 13, 15, 10, 20, 10, 11, 11, 15)"
11,2,"(21, 22, 10, 14, 19, 6, 13, 1, 3, 8, 2, 23, 24, 9, 20, 16, 4, 11, 17, 15, 12, 0, 18, 5)","(14, 16, 11, 17, 15, 18, 20, 10, 18, 10, 13, 18, 18, 19, 20, 10, 14, 14, 20, 11, 10, 14, 10, 14)"
11,3,"(4, 9, 5, 6, 8, 2, 23, 11, 19, 13, 1, 24, 16, 14, 0, 20, 3, 17)","(13, 11, 15, 16, 16, 18, 15, 11, 20, 13, 15, 13, 18, 20, 20, 11, 14, 18)"
11,4,"(16, 6, 12, 17, 0)","(20, 13, 17, 14, 17)"
11,5,"(14, 20, 23, 8, 18, 17, 11, 24, 7, 15)","(15, 15, 18, 10, 13, 10, 19, 20, 10, 11)"
11,6,"(2, 19, 9, 0, 14, 23, 4, 12, 16, 8, 10, 7, 6, 1, 18, 5, 17, 22, 20)","(16, 18, 15, 16, 14, 17, 11, 17, 17, 18, 14, 10, 11, 19, 10, 12, 17, 20, 11)"
11,7,"(7, 2, 12, 13, 3, 20, 10, 17, 4, 21, 5, 22, 6, 14, 18, 16)","(16, 19, 18, 18, 20, 13, 17, 11, 16, 11, 11, 15, 18, 16, 16, 18)"
12,0,"(15, 11, 9, 0, 2, 4, 5, 23, 3, 12, 8, 16, 7, 19, 20, 17, 6, 14, 24)","(16, 11, 11, 19, 19, 17, 16, 17, 15, 19, 18, 13, 20, 13, 12, 16, 11, 17, 10)"
12,1,"(9, 18, 3, 13, 12, 8, 24, 6, 19, 15, 23, 22, 2, 16, 7, 21, 4, 17, 11, 14, 0)","(15, 10, 15, 18, 13, 15, 13, 14, 15, 20, 18, 11, 19, 15, 16, 15, 17, 12, 18, 15, 13)"
12,2,"(19, 22, 21, 2, 16, 20, 23, 5)","(15, 13, 13, 19, 20, 19, 18, 12)"
12,3,"(9, 7, 4, 14, 16, 10, 5, 1, 24, 20, 6, 21, 2, 13, 12, 17, 15, 0, 3, 19)","(14, 12, 16, 16, 20, 12, 11, 17, 17, 15, 18, 10, 11, 20, 15, 18, 14, 16, 16, 18)"
12,4,"(7, 18, 20, 19, 5, 15, 23, 21, 11, 3, 24, 1, 13, 6, 22, 4, 10, 0, 12, 16)","(17, 19, 13, 10, 13, 10, 12, 18, 15, 13, 12, 17, 12, 17, 16, 16, 19, 18, 20, 13)"
12,5,"(20, 23, 19, 0, 17, 6, 12, 5, 11, 24, 7, 2, 10, 1, 8, 9, 22, 18, 16, 13, 3, 15, 21, 14, 4)","(14, 15, 11, 20, 15, 10, 12, 15, 12, 18, 15, 14, 16, 11, 13, 10, 18, 17, 13, 10, 18, 19, 17, 12, 10)"
12,6,"(15, 2, 23, 19, 5, 11, 7, 20, 22, 14, 10, 24, 6, 13, 9, 4, 3, 12, 8, 0, 16, 1, 18, 17, 21)","(20, 17, 13, 18, 12, 17, 17, 17, 17, 11, 11, 18, 14, 12, 15, 12, 17, 20, 18, 16, 13, 10, 19, 10, 10)"
12,7,"(16, 17, 5, 6, 9, 0, 24, 23, 19, 1, 13, 18, 20, 21, 15, 4, 12, 14)","(17, 11, 12, 11, 10, 12, 14, 12, 13, 14, 20, 14, 17, 13, 20, 10, 15, 20)"
13,0,"(10, 0, 20, 7, 17, 4, 15, 13, 11, 1, 3, 22, 23, 2, 24, 16, 14, 6, 5, 18, 9, 8)","(17, 20, 17, 17, 11, 19, 16, 11, 20, 19, 19, 20, 17, 11, 16, 15, 19, 16, 15, 16, 16, 17)"
13,1,"(11, 10, 14)","(16, 14, 10)"
13,2,"(2, 20, 21, 18, 19, 0, 5, 15, 17, 12, 13, 24, 22, 10)","(19, 19, 20, 16, 18, 13, 13, 14, 14, 10, 10, 19, 15, 12)"
13,3,"(9, 17, 7, 14)","(12, 14, 12, 20)"
13,4,"(0, 22, 15, 10, 17, 1, 19, 14, 9, 3, 11, 13)","(16, 20, 15, 13, 17, 19, 13, 12, 12, 11, 19, 11)"
13,5,"(2, 19, 0, 15, 4, 17, 7, 11)","(14, 13, 19, 10, 17, 10, 15, 14)"
13,6,"(6, 20, 11, 19, 22, 3, 1, 24, 4, 10, 23, 17, 15, 2, 0, 12, 16, 21, 9, 13, 5, 8)","(17, 20, 13, 16, 10, 11, 15, 17, 20, 19, 11, 11, 15, 10, 11, 10, 11, 16, 12, 16, 10, 10)"
