kind,task,machine_selectable,process_time
2,4,"(1, 14, 9, 12, 17, 10, 6, 23, 15, 20, 24, 0, 7, 4)","(10, 20, 18, 10, 11, 13, 12, 16, 17, 17, 13, 16, 10, 12)"
2,5,"(3, 15, 4, 12, 20, 16, 8, 19)","(16, 10, 16, 14, 17, 14, 16, 18)"
2,6,"(4, 18, 8, 16, 21, 5, 10, 15, 24, 1, 19, 23, 11, 14, 13)","(20, 17, 12, 13, 14, 13, 10, 19, 18, 10, 15, 10, 10, 19, 17)"
2,7,"(18, 1, 15, 20, 2, 8, 17, 23, 3, 6, 13, 12, 11, 22, 7, 0, 4, 10, 14)","(18, 18, 12, 10, 18, 11, 12, 11, 19, 11, 20, 13, 16, 11, 19, 13, 19, 19, 10)"
2,8,"(21, 15, 3, 2, 12, 6, 24, 10, 22)","(19, 11, 16, 20, 19, 19, 18, 15, 14)"
2,9,"(8,)","(13,)"
3,0,"(15, 5, 16, 10, 8, 2, 11, 20, 13, 14, 17, 24, 6, 7, 22, 12, 23, 0, 18, 9, 19, 1, 3, 4, 21)","(20, 15, 13, 14, 16, 12, 20, 20, 14, 17, 15, 11, 10, 17, 19, 19, 11, 11, 18, 13, 18, 14, 12, 15, 11)"
3,1,"(17, 22, 5, 3, 8, 24)","(13, 15, 14, 12, 17, 18)"
3,2,"(16, 5, 23, 24, 20, 14, 2, 0, 11, 13, 15, 4, 21, 19, 7, 22, 10, 12, 17, 3, 6, 8, 18)","(14, 19, 20, 18, 10, 20, 18, 14, 20, 11, 12, 14, 11, 11, 18, 12, 14, 14, 19, 13, 15, 13, 20)"
3,3,"(1, 24, 10, 9, 20, 21, 7, 18, 15, 17, 5, 19, 3, 14)","(20, 14, 18, 17, 14, 10, 11, 20, 16, 14, 10, 10, 15, 12)"
3,4,"(7, 0, 16, 22, 17, 1, 24, 5, 12, 10, 9)","(20, 14, 12, 17, 18, 16, 18, 10, 11, 11, 12)"
3,5,"(22, 21, 3, 0, 4, 13, 23, 2, 1)","(18, 10, 15, 19, 18, 12, 16, 12, 10)"
3,6,"(14, 23, 1, 20, 4)","(14, 15, 10, 15, 13)"
4,0,"(17, 1, 18, 23, 21, 22, 3)","(20, 13, 20, 11, 15, 18, 16)"
4,1,"(23, 20, 19, 18, 1, 4, 12, 3, 5, 7, 9, 11, 10, 21, 6, 15, 2, 0, 22, 13, 16, 8, 14, 17, 24)","(19, 12, 13, 12, 12, 16, 10, 12, 15, 16, 20, 13, 14, 12, 11, 16, 10, 17, 13, 13, 17, 15, 14, 13, 13)"
4,2,"(7, 9, 19, 21, 11, 10, 18, 6, 23, 14, 1)","(10, 20, 13, 16, 15, 14, 11, 14, 15, 20, 18)"
4,3,"(3, 7, 24, 15)","(16, 20, 18, 15)"
4,4,"(7, 10, 21)","(10, 11, 14)"
4,5,"(20, 9, 8, 19, 7, 10, 3, 5, 13, 23, 1, 12, 18)","(12, 19, 14, 10, 11, 19, 16, 15, 15, 16, 19, 18, 11)"
5,0,"(2, 6, 8, 20)","(16, 19, 13, 14)"
5,1,"(17, 0, 1, 11, 4, 6, 9, 16, 2, 8, 24, 13)","(10, 16, 10, 18, 18, 20, 20, 13, 15, 16, 11, 20)"
5,2,"(12, 3, 7, 16, 2, 23, 14, 6, 10, 15, 13, 22)","(15, 19, 15, 20, 11, 14, 18, 14, 20, 16, 15, 16)"
5,3,"(24, 17, 23, 4, 10, 5, 8, 21, 20, 12, 15, 1, 22, 6, 11, 9, 13, 18, 14, 19)","(14, 18, 12, 13, 16, 20, 16, 20, 12, 19, 19, 14, 16, 18, 10, 14, 14, 13, 16, 19)"
5,4,"(15, 7, 17, 20, 10, 23, 1, 21, 12)","(19, 20, 15, 17, 17, 17, 20, 13, 18)"
5,5,"(13, 6)","(17, 12)"
6,0,"(0, 12, 17, 9, 6, 23, 18, 11, 1, 24, 13, 19, 4, 7, 14, 16, 2, 8, 10, 3, 15, 22, 5, 20)","(20, 11, 14, 18, 20, 20, 19, 15, 11, 13, 20, 14, 13, 13, 12, 10, 10, 13, 17, 19, 11, 17, 16, 20)"
6,1,"(19, 20, 15, 24, 6, 17, 8, 0, 21, 2, 3, 13, 9, 22, 4)","(19, 13, 16, 17, 16, 13, 12, 20, 10, 11, 16, 13, 12, 18, 17)"
6,2,"(18, 15, 24, 17, 16, 20, 8, 11, 14, 19, 6, 22, 9, 7, 1, 23, 0, 2)","(10, 18, 13, 11, 17, 12, 17, 20, 18, 18, 19, 15, 17, 19, 18, 16, 18, 17)"
6,3,"(12, 9, 6, 21)","(12, 17, 17, 14)"
6,4,"(16, 14, 0, 11, 18, 20, 5, 17, 6, 24, 7, 1, 15)","(13, 20, 14, 18, 17, 20, 13, 14, 17, 11, 14, 13, 14)"
6,5,"(8, 11, 9)","(15, 15, 18)"
7,0,"(8, 18, 2, 13, 11, 16, 6, 14, 15, 7, 19, 12, 23, 20, 17, 10, 21, 9)","(11, 12, 12, 13, 16, 12, 13, 11, 16, 16, 15, 18, 17, 16, 10, 13, 16, 16)"
7,1,"(16, 0, 23, 15, 2, 22, 8, 6, 24, 14)","(19, 10, 19, 16, 17, 10, 15, 14, 16, 16)"
7,2,"(19, 23, 2, 5, 8, 1, 6, 21, 22, 9, 12, 13, 20, 4, 16, 15, 3, 18, 11, 10, 24)","(18, 18, 19, 13, 17, 13, 14, 16, 17, 10, 16, 15, 20, 20, 16, 12, 17, 12, 19, 18, 10)"
7,3,"(12, 1, 15, 20, 11, 17, 9, 23, 2, 16, 14, 19, 22, 6, 5, 3, 18, 4, 24, 0)","(16, 19, 19, 20, 10, 11, 20, 16, 12, 17, 12, 10, 14, 16, 15, 13, 17, 15, 15, 16)"
7,4,"(13, 9, 16, 22, 4, 3, 11, 7, 18, 21, 12, 0)","(14, 16, 14, 11, 17, 10, 18, 10, 15, 13, 20, 11)"
7,5,"(22, 1, 15, 9, 2, 13, 4, 12, 24, 19, 0, 7, 11, 14, 5, 3, 18, 8, 23)","(20, 10, 10, 13, 13, 10, 19, 12, 13, 12, 17, 20, 11, 19, 13, 17, 14, 15, 12)"
7,6,"(10, 9, 21, 8, 4, 23, 3)","(19, 19, 11, 12, 14, 11, 19)"
7,7,"(3, 20, 23, 14, 12, 4, 10, 15, 5, 11, 21, 16, 2, 22, 8, 19, 7, 6, 17, 0, 1, 13, 18)","(10, 14, 19, 20, 16, 16, 13, 11, 19, 20, 13, 11, 14, 20, 19, 11, 19, 10, 15, 18, 16, 20, 15)"
7,8,"(18, 19, 23)","(11, 18, 20)"
7,9,"(12, 23)","(15, 10)"
8,0,"(10, 0, 4, 18, 3, 14, 2, 24, 5, 23, 6, 15, 12, 1, 7, 8, 20, 19, 17, 22, 13, 9)","(16, 17, 11, 16, 15, 20, 17, 12, 16, 12, 18, 20, 14, 19, 18, 17, 17, 16, 19, 14, 15, 13)"
8,1,"(20, 16, 24, 2, 7, 18, 13, 11)","(11, 14, 17, 13, 17, 19, 19, 20)"
8,2,"(23, 10, 19, 17, 13, 8, 3, 14, 2, 0, 24, 22, 15, 21, 4, 18, 16, 20, 9, 6, 12, 11, 1, 7, 5)","(16, 15, 10, 17, 15, 12, 17, 13, 15, 14, 15, 14, 19, 14, 18, 10, 18, 13, 11, 13, 16, 17, 18, 13, 17)"
8,3,"(17, 23, 12, 11, 13, 18, 8, 20, 22, 9)","(20, 17, 17, 10, 11, 14, 13, 16, 13, 14)"
8,4,"(15, 5, 13)","(20, 19, 15)"
9,0,"(10, 3, 24, 23, 17, 15, 14, 13)","(17, 18, 18, 15, 16, 18, 15, 15)"
9,1,"(0, 3, 5, 20)","(17, 14, 14, 14)"
9,2,"(14, 15, 18, 5, 21, 0, 3, 8, 20, 7, 10, 4, 22)","(13, 11, 13, 15, 11, 18, 12, 13, 13, 17, 14, 19, 18)"
9,3,"(21, 8, 20, 7, 22, 4, 3, 5, 18)","(19, 14, 11, 13, 14, 13, 15, 12, 14)"
9,4,"(20, 10, 5, 23, 19, 8, 21, 17, 18, 22, 3, 1, 7, 13, 12)","(10, 18, 12, 14, 10, 10, 18, 14, 12, 20, 17, 11, 10, 19, 14)"
9,5,"(18, 0, 22, 9, 20, 15, 2, 14, 24, 17, 8, 1, 12, 16, 19, 7, 13, 6, 5, 10, 21)","(17, 17, 17, 15, 12, 10, 14, 17, 11, 11, 16, 17, 11, 19, 20, 20, 10, 12, 12, 19, 14)"
9,6,"(20, 11, 15, 23, 21, 19, 3, 17, 24, 0, 6, 14)","(11, 13, 11, 18, 16, 19, 19, 19, 13, 18, 16, 17)"
9,7,"(11, 18, 6, 0, 22, 13)","(17, 14, 19, 16, 14, 19)"
9,8,"(21, 2, 0, 12, 6, 3, 20, 13, 16, 22, 18, 17)","(19, 10, 19, 11, 13, 20, 13, 14, 20, 11, 12, 13)"
9,9,"(23, 4, 6, 8, 11, 9, 13, 3, 15, 19, 24, 5)","(12, 18, 11, 12, 10, 16, 17, 19, 17, 14, 10, 13)"
10,0,"(15, 0, 13, 7, 22, 1, 11)","(14, 14, 17, 11, 20, 13, 14)"
10,1,"(18, 10, 9, 4, 3, 21, 0, 15, 23, 20, 5, 2, 17, 24, 22, 14, 7, 19, 8, 16, 13, 12)","(20, 19, 20, 13, 16, 11, 18, 13, 20, 12, 14, 12, 11, 10, 12, 14, 19, 19, 14, 17, 11, 17)"
10,2,"(10, 23, 8, 18, 24, 6, 1, 2, 7)","(14, 16, 14, 18, 18, 17, 17, 11, 19)"
10,3,"(16, 17, 23, 8, 24, 7, 13, 4, 2, 20, 3, 12, 1, 15, 22, 9, 21, 18, 14, 5, 0, 10, 6)","(10, 16, 15, 19, 14, 10, 11, 13, 20, 19, 19, 10, 20, 14, 19, 10, 12, 17, 18, 20, 17, 14, 12)"
10,4,"(6, 9, 7, 12, 24, 1, 0, 17, 18, 23, 8, 20, 5, 3, 22, 4, 15, 14, 11, 16, 2, 10)","(19, 16, 20, 17, 11, 17, 15, 16, 15, 15, 20, 11, 12, 15, 16, 17, 14, 20, 16, 18, 10, 17)"
10,5,"(19, 5, 9, 20, 18, 23, 24, 6, 3, 1, 10, 21, 4, 12, 0, 8, 13, 7, 15, 22, 14)","(11, 15, 14, 15, 11, 16, 18, 10, 20, 18, 17, 16, 10, 13, 18, 15, 19, 17, 20, 17, 10)"
10,6,"(20, 22, 21)","(13, 14, 18)"
10,7,"(19, 1, 9, 4, 3, 11, 6, 23, 22, 18, 16, 15, 2, 24, 20, 7, 8, 21, 0, 12)","(12, 14, 17, 17, 11, 10, 20, 19, 13, 12, 14, 18, 10, 18, 16, 11, 13, 11, 17, 11)"
10,8,"(16, 14, 4, 2, 18, 24, 13, 10, 11, 15, 21, 6, 5, 9, 3, 23, 19, 12, 8, 20, 22)","(20, 12, 17, 14, 18, 14, 16, 17, 17, 13, 17, 18, 12, 16, 13, 19, 18, 12, 11, 14, 16)"
10,9,"(13, 0, 14, 4, 19, 9)","(15, 18, 14, 10, 14, 14)"
11,0,"(23, 16, 0, 7, 4, 22, 14, 12, 18, 20, 24, 17, 6, 11, 21, 1, 10, 13)","(19, 19, 20, 17, 12, 17, 18, 17, 15, 15, 18, 18, 16, 17, 15, 13, 13, 19)"
11,1,"(7, 12, 1, 15, 23, 16, 3, 6, 0, 19, 13, 14, 9, 21, 2, 10, 8, 4, 24, 5, 17, 11, 18, 22)","(16, 13, 16, 10, 15, 17, 16, 16, 20, 20, 12, 17, 10, 12, 18, 19, 15, 11, 17, 11, 18, 17, 10, 12)"
11,2,"(0, 18, 7, 13, 2, 14, 6, 5)","(16, 20, 12, 11, 17, 14, 15, 19)"
11,3,"(22, 21, 15, 10, 18, 16)","(16, 20, 11, 15, 20, 18)"
11,4,"(12, 9, 23, 18, 17, 15, 10, 8, 21, 3, 11, 7, 0, 24, 4)","(16, 15, 20, 17, 18, 10, 19, 11, 13, 20, 20, 14, 13, 11, 16)"
11,5,"(1, 6, 2, 17, 12, 14, 16, 24, 22, 18, 13, 3, 5)","(11, 20, 11, 17, 12, 14, 10, 10, 15, 10, 14, 15, 15)"
11,6,"(15, 9, 7, 22, 3, 20, 14, 18, 16)","(16, 12, 13, 18, 16, 19, 20, 12, 12)"
11,7,"(16, 8, 15, 2, 0, 4, 18, 7, 13, 9, 22, 19, 12, 20, 3, 5, 11, 21, 24, 14, 6)","(12, 11, 19, 16, 19, 20, 13, 17, 19, 12, 13, 17, 20, 14, 17, 14, 20, 10, 17, 14, 20)"
11,8,"(15, 6, 23, 24, 11, 8, 2, 3, 12, 17, 7, 16, 18, 20, 19, 13, 9, 10, 0, 1, 22, 21, 14)","(18, 12, 11, 17, 15, 19, 14, 20, 16, 14, 17, 14, 13, 16, 17, 11, 13, 16, 19, 15, 19, 14, 14)"
12,0,"(23, 7, 6, 16, 9, 18, 3, 2, 10, 22, 11, 12, 21, 0, 19, 14, 5, 17)","(10, 20, 16, 14, 10, 19, 20, 10, 19, 17, 14, 13, 19, 15, 13, 20, 13, 19)"
12,1,"(11, 20, 16, 14, 2, 9, 21, 3)","(14, 20, 20, 20, 12, 20, 11, 20)"
12,2,"(18, 6, 14, 24, 3, 19, 12, 20, 22, 4, 17, 8, 1, 9, 15, 13, 7, 21, 10, 5, 11, 2)","(20, 10, 14, 17, 10, 19, 15, 12, 11, 14, 15, 16, 12, 13, 12, 18, 15, 18, 18, 14, 12, 14)"
12,3,"(12, 17, 0, 7, 16, 9, 8, 2, 13, 19, 20)","(17, 14, 15, 11, 17, 11, 12, 13, 20, 20, 16)"
12,4,"(11, 8, 9, 16, 0, 6, 17, 5, 15, 7, 2, 24, 22, 4, 21, 19, 13, 1, 23, 12, 20, 3, 14, 18, 10)","(18, 15, 11, 16, 10, 14, 18, 11, 17, 15, 20, 20, 14, 19, 16, 20, 15, 11, 20, 13, 17, 10, 19, 18, 15)"
13,0,"(13, 8, 2, 1, 4, 24, 0, 14, 18, 5, 22, 15, 3, 7, 17, 19, 21, 16, 20, 12, 23, 9, 11, 6, 10)","(19, 13, 20, 11, 20, 17, 14, 20, 16, 11, 12, 10, 10, 14, 17, 11, 11, 13, 18, 12, 16, 17, 15, 20, 18)"
13,1,"(13, 5)","(16, 19)"
13,2,"(7, 12, 19, 20, 13, 8, 5, 10)","(12, 16, 20, 11, 17, 19, 16, 14)"
13,3,"(24, 15)","(10, 15)"
13,4,"(16, 14, 9, 11, 1, 23, 22, 19, 17, 24, 15)","(13, 17, 17, 13, 15, 11, 20, 15, 18, 20, 15)"
13,5,"(4, 9, 10, 8, 21, 3, 13, 14, 12, 24, 0, 16, 15)","(10, 16, 14, 13, 11, 17, 11, 20, 13, 20, 20, 19, 10)"
13,6,"(10, 8, 1, 21, 0, 18, 24, 4, 5)","(10, 15, 13, 12, 19, 13, 11, 18, 13)"
13,7,"(16, 22, 2)","(19, 13, 13)"
13,8,"(24, 14, 6, 16, 12, 7, 13)","(15, 12, 19, 10, 14, 12, 12)"
14,0,"(12, 20, 17, 22, 19, 0, 7, 24, 3, 11, 16, 18, 10, 1, 21, 4, 14, 8, 23)","(18, 14, 12, 11, 20, 10, 12, 10, 15, 13, 19, 15, 10, 12, 14, 10, 12, 16, 18)"
14,1,"(9, 16, 18, 14, 6, 21, 23, 10, 11, 7, 1, 4, 12, 19, 5, 8, 17, 2, 20, 15, 22, 24, 13)","(11, 11, 17, 17, 15, 18, 19, 11, 17, 18, 13, 19, 10, 20, 18, 14, 17, 20, 10, 10, 17, 16, 16)"
14,2,"(3, 21, 11, 15, 22, 12, 0, 2, 6, 14, 7)","(20, 11, 17, 17, 11, 11, 15, 19, 12, 11, 12)"
14,3,"(21, 8, 16, 2, 9, 14, 1)","(14, 19, 20, 19, 18, 15, 16)"
14,4,"(3, 24, 10, 16, 17, 11, 8, 0, 15, 12, 7, 22, 20, 9, 18, 14, 5, 1, 19, 4, 23)","(19, 18, 14, 17, 18, 19, 16, 11, 11, 20, 20, 18, 13, 16, 17, 13, 16, 15, 17, 16, 16)"
14,5,"(11, 5, 21, 0, 18, 8, 7, 23, 1, 13, 9, 15, 6, 24, 22, 14)","(11, 15, 16, 15, 20, 14, 15, 12, 20, 17, 11, 11, 11, 11, 16, 11)"
14,6,"(22, 15, 24, 6, 10, 2, 3, 4, 7, 13, 21, 14, 11)","(15, 12, 18, 10, 19, 18, 18, 15, 20, 11, 16, 15, 20)"
14,7,"(5, 1, 3, 17, 10, 9, 2, 22, 21, 15, 8, 13, 20, 24, 19, 6, 0, 11, 4, 18, 12)","(16, 10, 14, 19, 14, 15, 11, 19, 18, 13, 12, 20, 17, 13, 11, 15, 18, 15, 11, 14, 19)"
