kind,task,machine_selectable,process_time
5,3,"(15, 1, 8, 7, 19, 12, 20, 22, 11, 10, 3, 23, 18, 0, 16, 9, 5, 6, 21, 4, 24, 2, 13)","(13, 16, 18, 10, 11, 11, 19, 12, 13, 16, 10, 13, 17, 16, 18, 11, 11, 20, 18, 17, 12, 13, 13)"
5,4,"(19, 20, 4, 13, 10, 12, 2)","(13, 15, 11, 10, 14, 10, 19)"
5,5,"(22, 3, 9, 0, 2, 8, 12, 7, 5, 21, 24, 15, 6, 16, 10, 11)","(16, 11, 14, 20, 19, 17, 13, 11, 15, 13, 19, 11, 11, 14, 19, 18)"
5,6,"(23, 22, 7, 16, 12, 11, 14, 8, 2, 5, 0, 3, 17, 19, 21, 1, 15, 13, 10, 6, 20)","(20, 13, 10, 17, 14, 18, 12, 20, 10, 17, 13, 16, 15, 11, 11, 18, 19, 13, 19, 14, 10)"
5,7,"(0, 5)","(16, 15)"
6,0,"(18, 20, 3, 13, 0, 6, 11, 16, 1, 2, 17, 21)","(15, 17, 18, 12, 10, 11, 20, 19, 10, 20, 14, 13)"
6,1,"(6, 18, 3, 20, 9, 22)","(12, 12, 13, 10, 12, 13)"
6,2,"(20, 8, 14, 23, 3, 5, 6, 0, 15, 1, 11, 9, 17)","(13, 13, 12, 14, 17, 10, 20, 17, 13, 19, 12, 10, 11)"
6,3,"(4, 19, 6, 1, 11, 14, 18)","(13, 15, 20, 14, 20, 16, 12)"
6,4,"(13, 10, 1, 14, 23, 4, 22, 17, 16, 5, 12, 9)","(11, 12, 17, 16, 10, 12, 15, 10, 18, 12, 20, 16)"
6,5,"(2, 14, 17)","(11, 11, 12)"
6,6,"(18, 24)","(13, 11)"
7,0,"(13, 24)","(12, 16)"
7,1,"(4, 20, 8, 7, 1, 22, 0, 17, 9)","(11, 16, 13, 12, 14, 18, 18, 20, 18)"
7,2,"(5, 23, 4, 14, 3, 6, 8, 16, 11, 24, 20, 2, 1)","(19, 19, 15, 17, 12, 19, 18, 20, 19, 13, 17, 16, 12)"
7,3,"(7, 15, 1, 5, 10, 2)","(19, 17, 14, 15, 14, 19)"
7,4,"(3, 12, 18, 24, 0, 11, 23, 5, 6, 15, 21, 13, 20, 4, 7, 14)","(13, 10, 13, 16, 14, 16, 18, 17, 11, 19, 11, 12, 10, 13, 18, 11)"
7,5,"(18, 10, 1, 23, 21, 12, 11, 20, 4, 19, 2, 17, 16, 8, 15)","(18, 17, 16, 20, 19, 12, 10, 18, 12, 18, 13, 12, 13, 10, 18)"
7,6,"(15, 5, 16, 8, 9, 17, 22, 2, 12, 13, 10, 23, 14, 6, 21, 20, 11, 19, 4, 18, 3, 0)","(19, 18, 11, 13, 18, 18, 11, 15, 18, 18, 11, 14, 14, 15, 18, 12, 12, 10, 16, 17, 13, 12)"
7,7,"(18, 11, 6, 23, 7, 8, 15, 22, 5, 12, 1, 16, 10)","(13, 20, 11, 18, 12, 19, 17, 11, 16, 20, 18, 11, 15)"
7,8,"(11, 3, 14, 1, 22, 16, 17, 5, 19, 15, 4, 13, 7, 20, 8, 9, 2, 6, 10, 23, 24, 21, 18)","(17, 12, 20, 14, 15, 10, 10, 10, 10, 20, 10, 10, 11, 15, 12, 20, 19, 11, 11, 13, 17, 11, 17)"
8,0,"(1, 18, 8, 13, 21, 11, 14, 22, 10, 9, 24)","(18, 20, 15, 10, 20, 19, 10, 12, 15, 15, 16)"
8,1,"(6, 0, 14, 8, 23, 4, 7, 9, 1, 10, 15, 18, 22, 16, 20)","(20, 11, 18, 20, 14, 14, 14, 12, 11, 18, 12, 19, 20, 19, 18)"
8,2,"(21, 22, 12, 11, 9)","(17, 14, 17, 18, 11)"
8,3,"(24, 5, 12, 4, 16, 15, 3, 1, 9, 0, 11)","(12, 12, 14, 18, 19, 10, 15, 16, 17, 10, 18)"
8,4,"(22, 24, 4, 9, 2, 5, 10, 6, 12, 0, 18, 21, 23, 8, 13, 20, 7, 3, 15, 17, 1, 14, 16, 11)","(16, 17, 10, 10, 19, 10, 10, 20, 14, 13, 16, 15, 20, 15, 11, 15, 18, 14, 18, 12, 16, 16, 19, 11)"
8,5,"(16, 21, 1, 10, 8, 11, 20, 18, 7, 13, 6, 12, 4, 24, 3, 14, 2, 0, 19, 23, 15, 5, 22)","(13, 16, 12, 14, 18, 13, 15, 15, 20, 10, 15, 14, 12, 19, 16, 10, 18, 10, 20, 17, 10, 16, 13)"
8,6,"(20, 3, 0, 1, 17, 24, 4, 6, 14, 5, 12, 10, 2, 16)","(13, 16, 19, 19, 18, 17, 19, 15, 10, 19, 20, 18, 12, 12)"
9,0,"(20, 2, 0, 9, 8, 12, 3, 17, 4, 7, 5, 10, 1, 23, 6, 15, 21, 16, 14, 24, 18, 13)","(11, 10, 14, 10, 11, 16, 14, 18, 11, 18, 18, 10, 14, 20, 14, 20, 12, 18, 17, 17, 13, 18)"
9,1,"(6, 9, 17, 19, 2, 0, 21, 20, 4, 13, 23)","(13, 16, 13, 18, 20, 11, 16, 14, 13, 12, 20)"
9,2,"(21, 12, 11, 22, 24, 0, 18, 20, 2, 10, 6, 13, 3, 1, 4, 17, 7, 15, 14, 8, 5, 19, 9, 16, 23)","(11, 12, 16, 19, 20, 14, 12, 18, 19, 20, 20, 20, 14, 16, 14, 12, 10, 13, 16, 12, 15, 18, 16, 13, 11)"
9,3,"(4, 21, 10, 23, 11, 8, 19, 9, 7, 22, 6, 18, 17, 1, 14, 24, 16, 2, 3)","(14, 14, 11, 17, 10, 16, 14, 20, 16, 12, 15, 15, 14, 10, 12, 16, 13, 20, 15)"
9,4,"(5, 8, 22, 12, 6, 24, 18, 4, 10, 15, 20, 7, 17, 1, 16, 3, 0, 21, 23, 13, 9, 2, 11)","(15, 18, 20, 12, 14, 13, 10, 20, 11, 17, 16, 14, 16, 14, 14, 18, 19, 18, 18, 10, 13, 11, 15)"
9,5,"(6, 1, 0, 24, 12, 18)","(13, 18, 18, 18, 12, 14)"
9,6,"(20,)","(15,)"
10,0,"(18, 24, 20, 6, 11, 12)","(12, 17, 19, 10, 20, 15)"
10,1,"(15, 16, 23, 20, 13, 1, 0, 12, 24)","(10, 14, 20, 20, 10, 14, 13, 13, 13)"
10,2,"(13, 0, 11, 8, 4, 24, 23, 19, 12, 6, 18, 22, 2, 9)","(13, 15, 13, 18, 14, 19, 15, 11, 16, 13, 12, 11, 11, 11)"
10,3,"(22, 6, 0)","(19, 17, 18)"
10,4,"(4, 10, 11, 19, 1, 8, 22, 14, 3, 15, 7, 21, 24, 17, 13, 23)","(17, 11, 18, 10, 19, 13, 13, 19, 11, 20, 20, 13, 17, 13, 12, 16)"
10,5,"(15, 21, 0, 10, 18, 11, 5, 4, 24, 17, 7)","(20, 15, 13, 10, 16, 10, 11, 11, 19, 18, 17)"
10,6,"(11, 4, 2, 9, 14)","(15, 16, 11, 17, 18)"
10,7,"(10, 23)","(16, 18)"
10,8,"(15, 14, 3, 7, 23)","(18, 10, 10, 12, 13)"
10,9,"(7, 9, 18, 4, 22, 23, 1, 6)","(10, 10, 19, 11, 15, 16, 11, 18)"
