kind,task,machine_selectable,process_time
6,1,"(16, 4, 17, 36, 12, 37, 19, 31, 6, 1, 27, 10, 20, 38, 29, 3, 13, 34, 9, 2, 32, 33, 15, 30, 18, 7, 25, 14, 28, 24)","(16, 20, 16, 18, 14, 15, 19, 10, 19, 10, 12, 12, 15, 19, 20, 19, 19, 19, 16, 16, 13, 16, 11, 18, 16, 13, 17, 11, 15, 19)"
6,2,"(4, 24, 18, 0, 21, 22, 28, 26, 13)","(17, 20, 14, 11, 12, 11, 20, 18, 12)"
6,3,"(28, 6, 16, 39, 29, 32, 26, 8, 2, 27, 24, 14, 36, 9, 5, 7, 37, 15, 12)","(10, 19, 17, 10, 12, 13, 11, 16, 14, 13, 13, 14, 20, 18, 11, 17, 10, 15, 18)"
6,4,"(22, 10, 17, 20, 5, 14, 24, 33, 7, 12, 36, 4, 3, 37, 15, 39, 34, 26, 8, 19, 21, 6, 16, 1, 30)","(10, 12, 15, 16, 16, 12, 11, 12, 18, 16, 17, 11, 16, 13, 12, 13, 14, 16, 20, 17, 12, 19, 19, 14, 19)"
6,5,"(20, 36, 27, 26, 2, 12, 19, 23, 31, 39, 24, 3, 13, 22, 9, 37, 10, 17, 14, 1, 30, 7, 25, 16, 28, 21, 29)","(13, 18, 20, 17, 14, 13, 10, 12, 17, 11, 16, 19, 13, 18, 15, 19, 17, 17, 17, 19, 10, 11, 14, 20, 17, 15, 14)"
6,6,"(3, 15, 7, 23, 16, 35, 10, 28, 17, 25, 38, 30, 13, 33, 12, 39, 19, 1, 5, 22, 11, 6, 26, 21)","(16, 19, 12, 16, 13, 12, 19, 16, 17, 16, 20, 12, 19, 11, 16, 10, 13, 12, 14, 20, 18, 14, 20, 11)"
6,7,"(28, 38, 10, 2, 16, 36, 37, 13, 1, 8, 29, 22, 30, 12, 31, 34, 14, 19, 32, 0, 24, 6, 23, 26, 17, 4, 9, 5, 39, 18, 33)","(13, 17, 16, 18, 11, 15, 11, 11, 18, 15, 16, 17, 12, 14, 13, 18, 10, 17, 10, 11, 20, 20, 17, 16, 15, 16, 13, 16, 10, 10, 14)"
6,8,"(29, 11, 17, 3, 39, 36, 6, 18, 5, 31, 24)","(11, 12, 15, 20, 17, 17, 17, 11, 11, 18, 20)"
6,9,"(27, 37, 23, 33, 6, 39, 34, 14, 13, 20, 16, 18, 4, 12, 25, 19, 7, 38, 30, 15, 26, 31, 28, 17, 5, 32, 29, 10, 1, 9, 11, 22, 21, 8, 2, 24, 35, 3, 0, 36)","(13, 17, 12, 17, 14, 12, 12, 10, 19, 11, 12, 14, 11, 18, 16, 12, 11, 20, 10, 20, 14, 12, 17, 15, 12, 13, 10, 20, 18, 13, 17, 10, 20, 18, 20, 20, 20, 11, 16, 14)"
7,0,"(21, 23, 28, 4, 1, 2, 0, 36, 11, 37, 24, 7, 31, 10)","(17, 10, 19, 10, 10, 16, 13, 13, 15, 13, 13, 11, 10, 16)"
7,1,"(10, 18, 28, 39, 13, 26, 11, 19, 16, 32, 14, 30, 3, 6, 9, 17, 0, 23, 4)","(10, 10, 15, 13, 20, 20, 11, 13, 11, 20, 12, 12, 10, 16, 18, 11, 15, 15, 18)"
7,2,"(1, 0, 6, 37, 5, 35)","(20, 13, 19, 13, 18, 16)"
7,3,"(33, 30, 22, 29, 2, 4, 14, 28, 7, 37, 13, 34, 21, 0, 32, 17, 39, 27, 1, 20, 26, 16, 24, 23, 18, 6, 31, 9, 5, 25, 15)","(16, 11, 13, 13, 11, 15, 15, 12, 10, 16, 20, 15, 10, 16, 13, 17, 13, 11, 20, 14, 20, 19, 15, 10, 11, 13, 16, 14, 19, 17, 11)"
7,4,"(27, 4, 23, 1, 37, 35, 30, 32, 28)","(18, 19, 12, 14, 11, 19, 15, 20, 16)"
7,5,"(28, 23, 31, 26, 20, 18, 11, 35, 10, 16, 27, 6)","(20, 12, 15, 12, 20, 15, 20, 17, 11, 15, 10, 19)"
7,6,"(13, 27, 4, 21, 31, 9, 39, 37, 14, 23, 38, 10, 28)","(19, 17, 16, 18, 20, 13, 18, 19, 10, 13, 10, 19, 11)"
7,7,"(3, 12, 18, 15, 14, 23, 32, 9, 30, 33, 22)","(14, 13, 16, 13, 19, 11, 10, 12, 15, 17, 14)"
8,0,"(38, 4, 15, 19, 24, 5, 8, 10, 35, 28, 31, 34, 11, 12, 39, 17, 6, 37, 29, 21, 25, 0, 32, 20, 13, 3, 30, 27, 36, 16, 22, 2, 9, 26, 1, 33, 7, 18, 14)","(13, 12, 16, 13, 20, 10, 13, 19, 17, 15, 12, 14, 15, 20, 10, 18, 16, 20, 14, 10, 13, 15, 15, 13, 13, 18, 10, 20, 13, 20, 13, 19, 16, 18, 15, 12, 17, 20, 10)"
8,1,"(32, 38, 26, 37, 3, 24, 10, 15, 1, 2, 23, 4, 22, 18, 12, 33, 21, 39, 29, 31, 19, 34, 25, 13, 20, 11, 7, 35, 36, 6, 5, 14)","(11, 17, 11, 13, 10, 20, 12, 13, 12, 11, 12, 19, 18, 13, 13, 18, 11, 16, 17, 14, 12, 13, 13, 16, 12, 19, 13, 14, 14, 19, 17, 20)"
8,2,"(37, 11, 13, 30, 1, 3, 31)","(13, 14, 17, 11, 15, 16, 16)"
8,3,"(15, 25, 0, 22, 3, 16, 23, 7, 24, 29, 2, 6, 12, 11, 17, 9, 28, 34, 4, 8, 19, 37, 26, 10, 33, 13, 39)","(12, 17, 17, 16, 18, 19, 16, 12, 17, 10, 16, 16, 11, 14, 19, 18, 12, 18, 12, 14, 16, 17, 14, 17, 14, 16, 18)"
8,4,"(35, 30, 6, 31, 21, 22, 4, 0, 15, 29, 8, 10, 19, 7, 37, 5, 33, 1, 14, 2, 36, 24, 12, 28, 32, 16, 9, 3, 39, 17, 34, 13)","(19, 17, 11, 15, 12, 17, 13, 12, 13, 10, 10, 18, 15, 17, 16, 16, 16, 15, 16, 17, 14, 20, 19, 11, 16, 10, 11, 16, 19, 12, 13, 16)"
8,5,"(34, 31, 17, 26, 20, 33, 11, 2, 24, 21, 0, 16, 30, 39, 10, 3, 8, 27, 5, 38)","(14, 15, 18, 17, 20, 15, 10, 20, 16, 16, 13, 13, 17, 10, 15, 20, 20, 10, 20, 20)"
8,6,"(30, 20, 25, 12, 26, 11, 33, 18, 31, 16, 5, 4, 10, 7, 19, 34)","(12, 14, 19, 17, 20, 12, 14, 13, 19, 19, 20, 12, 10, 11, 11, 20)"
8,7,"(29, 2, 7, 31, 24, 19, 36, 34, 27, 18, 11, 15, 6, 1)","(16, 16, 19, 11, 18, 13, 16, 12, 16, 14, 14, 18, 18, 20)"
9,0,"(35, 26, 22, 17, 6, 21, 3, 33, 28, 8, 13, 1, 10, 36, 34, 19, 2, 18, 9, 20, 31, 5, 4, 11, 0, 23, 14, 30, 7, 15, 16, 38, 29, 39, 27, 12)","(16, 19, 14, 16, 11, 11, 20, 19, 15, 12, 14, 13, 16, 14, 10, 12, 17, 10, 11, 11, 16, 18, 16, 20, 14, 16, 12, 12, 15, 12, 12, 13, 17, 12, 18, 11)"
9,1,"(17, 24, 28, 25)","(17, 19, 13, 12)"
9,2,"(33, 22)","(13, 10)"
9,3,"(31, 14, 3, 32, 28, 5, 24, 9, 16, 37, 25, 4, 11, 30, 33, 19, 20, 27, 15, 13, 0, 10, 39)","(12, 13, 14, 16, 17, 20, 19, 11, 20, 12, 11, 14, 11, 16, 11, 14, 11, 15, 10, 19, 13, 17, 17)"
9,4,"(31, 1, 13, 5, 38, 8, 21, 33, 28, 27, 14, 29, 35, 7, 9, 15, 26)","(20, 11, 10, 10, 14, 10, 20, 19, 10, 11, 13, 18, 10, 16, 19, 18, 14)"
9,5,"(7, 1, 23, 6, 12, 20, 39, 5, 35, 11, 21, 9, 14, 10, 19, 31, 29, 8, 32, 15, 27, 38, 13)","(17, 17, 15, 19, 16, 15, 15, 20, 15, 15, 13, 15, 20, 16, 16, 19, 10, 15, 15, 11, 10, 17, 16)"
9,6,"(24, 20, 36, 28, 26, 29, 10, 14, 1, 39, 8)","(12, 10, 19, 11, 18, 14, 13, 15, 17, 19, 20)"
9,7,"(36, 28, 19, 13, 10, 11, 25, 26, 18, 9, 24, 5)","(20, 17, 18, 16, 20, 13, 10, 20, 15, 10, 20, 15)"
10,0,"(32, 23, 3, 14, 39, 5, 10, 16, 35, 4, 6, 21, 12, 24, 7, 37, 31, 1, 28, 13, 34, 38, 26, 33, 29, 36, 18, 27, 2, 8, 9, 0, 11)","(10, 15, 20, 17, 13, 19, 17, 16, 19, 11, 15, 16, 17, 20, 11, 16, 14, 19, 13, 12, 18, 19, 18, 10, 12, 17, 11, 14, 20, 18, 17, 12, 17)"
10,1,"(6, 26, 30)","(11, 17, 20)"
10,2,"(26, 6, 4, 2, 14)","(18, 13, 13, 13, 12)"
10,3,"(28, 1, 12, 23, 21, 11, 3, 33, 9, 16, 27, 30, 10, 13, 32, 8, 5, 29, 19, 39, 6, 31)","(20, 11, 11, 16, 10, 12, 15, 16, 14, 13, 14, 20, 17, 20, 11, 20, 12, 18, 20, 17, 11, 15)"
10,4,"(25, 30, 14, 36, 9, 15, 0, 10, 5, 27, 18, 20, 22, 19, 28, 35, 33, 13, 1, 16, 37, 3, 6, 31, 29, 39, 8, 34)","(13, 19, 19, 11, 20, 15, 16, 16, 20, 20, 18, 16, 13, 13, 14, 11, 14, 11, 11, 11, 15, 19, 13, 11, 19, 15, 12, 15)"
10,5,"(30, 9, 29, 14, 27, 28, 24, 33)","(16, 19, 10, 14, 10, 19, 18, 13)"
10,6,"(1, 15, 31, 34, 23, 13, 19, 18, 8, 37, 21, 20, 5, 11, 29, 16, 10, 38, 24, 33, 27, 14, 36, 3, 6, 26, 2, 39, 22, 0, 12, 4, 28, 32, 30, 9, 25, 35, 17, 7)","(16, 16, 15, 15, 20, 12, 18, 20, 19, 19, 13, 11, 16, 10, 18, 17, 15, 12, 14, 13, 17, 20, 17, 12, 19, 14, 12, 20, 10, 19, 15, 14, 18, 11, 14, 19, 17, 20, 13, 17)"
10,7,"(20, 21, 2, 0, 23, 10, 29, 1, 17, 38, 31, 9, 5, 16, 11)","(14, 16, 10, 15, 12, 13, 13, 10, 12, 17, 16, 14, 20, 12, 10)"
10,8,"(14, 6, 19, 32, 25, 24, 37, 38)","(18, 16, 15, 16, 20, 17, 15, 16)"
10,9,"(3, 20, 22, 37, 9, 36, 1, 23, 2, 4, 39, 18, 30, 13, 26, 31, 33, 34, 16, 6, 10, 12, 7, 25, 14, 15, 19, 29, 5, 17, 28, 24, 21, 32, 27, 38)","(16, 11, 18, 14, 14, 13, 18, 16, 11, 12, 15, 19, 10, 14, 17, 20, 12, 19, 12, 17, 17, 14, 12, 13, 13, 13, 20, 10, 15, 19, 11, 20, 12, 16, 16, 20)"
11,0,"(16, 10, 25, 30, 28, 23, 32, 37, 14, 4, 35, 34, 15, 11, 27)","(12, 10, 11, 15, 17, 12, 10, 11, 18, 20, 15, 19, 16, 12, 20)"
11,1,"(12, 7, 14, 15, 21, 19, 20, 35, 3, 8, 22, 13, 11, 2, 38, 5, 9, 18, 31, 28, 16, 33, 30, 10, 6, 0, 1, 39, 36, 4, 23, 24)","(16, 13, 10, 11, 13, 16, 17, 14, 19, 12, 20, 16, 20, 20, 11, 17, 20, 16, 14, 20, 20, 17, 15, 10, 11, 11, 11, 11, 17, 20, 20, 18)"
11,2,"(25, 34, 22, 39, 5, 31, 11, 26, 19, 35, 28, 20, 32, 4, 10, 38, 7)","(13, 10, 19, 19, 19, 17, 14, 11, 19, 12, 16, 17, 20, 16, 14, 19, 12)"
11,3,"(18, 4, 12, 22, 24, 28, 29, 11, 23, 25, 26, 39, 0, 20, 30, 37, 21, 5, 35, 19, 15, 36)","(11, 15, 11, 18, 12, 16, 10, 16, 18, 18, 18, 17, 11, 18, 19, 18, 20, 11, 13, 20, 11, 12)"
11,4,"(32, 3, 13, 23, 1, 4, 35, 17, 29, 24, 6, 21, 30, 16, 5, 7, 10, 31, 33, 15, 39, 28, 37)","(19, 12, 10, 18, 17, 15, 11, 10, 12, 19, 13, 20, 12, 11, 18, 14, 10, 11, 11, 18, 14, 15, 18)"
11,5,"(8, 10, 34)","(12, 16, 20)"
11,6,"(17, 0, 30, 24, 8, 7, 26, 22, 32, 16, 27, 38, 13, 12, 34, 4, 11, 20, 21, 19, 3, 39, 10, 33, 35, 15, 36, 2, 5, 23, 31, 14, 25, 6, 37, 1)","(10, 13, 14, 10, 18, 14, 20, 18, 17, 12, 19, 17, 15, 18, 15, 19, 18, 18, 13, 11, 20, 10, 13, 10, 13, 12, 14, 13, 12, 19, 18, 13, 19, 15, 14, 12)"
11,7,"(35, 22, 25, 13, 23, 29, 5, 0, 34, 15, 18, 39, 3, 36, 27, 16, 30, 24)","(19, 16, 11, 18, 14, 14, 16, 20, 12, 16, 17, 11, 14, 20, 16, 12, 18, 13)"
11,8,"(10, 14, 35, 0, 17, 4, 20, 37, 34, 27)","(11, 20, 14, 20, 20, 13, 15, 19, 20, 20)"
12,0,"(21, 1, 27, 12, 3, 34, 13, 15, 8, 35, 37, 25, 7, 19, 32, 30, 33, 4, 22, 18, 29, 31, 0, 16, 39, 11, 26, 9, 38, 14, 23, 36, 2)","(18, 19, 12, 16, 12, 15, 16, 16, 10, 19, 13, 11, 14, 11, 18, 11, 20, 18, 16, 11, 15, 20, 11, 15, 15, 14, 12, 13, 14, 10, 11, 16, 13)"
12,1,"(12, 13, 34, 2, 18, 32, 37, 11, 38, 30, 25, 26, 9, 39, 17, 10, 33, 28, 15, 16, 31, 1, 8, 23, 35, 20, 14, 29, 19, 36, 22, 6, 27, 21, 24, 4, 3, 7, 5)","(16, 11, 11, 12, 18, 14, 19, 17, 11, 18, 15, 19, 14, 18, 14, 19, 11, 10, 12, 15, 16, 12, 15, 20, 18, 18, 19, 16, 17, 19, 12, 14, 10, 20, 18, 12, 20, 12, 12)"
12,2,"(39, 25, 4, 14, 13, 17, 20)","(16, 19, 14, 10, 20, 15, 13)"
12,3,"(25, 31, 0, 7)","(20, 19, 16, 17)"
12,4,"(20, 11, 39, 12, 27, 38, 0, 6, 8, 16, 19, 32, 13, 10, 30, 22, 1, 34, 2, 31, 35, 7, 3, 17, 18, 24, 14, 29, 23)","(12, 17, 15, 17, 18, 14, 14, 16, 18, 13, 14, 20, 11, 14, 16, 15, 11, 20, 11, 11, 13, 11, 12, 19, 10, 11, 14, 18, 17)"
12,5,"(37, 2, 13, 8, 21, 19, 4, 1, 12, 31, 16, 32, 15, 6, 23, 33, 11, 9, 20, 14, 10, 29, 26, 39, 35, 5, 24, 36, 22, 38)","(10, 16, 20, 18, 12, 17, 17, 18, 20, 20, 18, 11, 16, 10, 19, 13, 10, 16, 18, 15, 13, 20, 18, 20, 19, 10, 19, 17, 12, 20)"
12,6,"(8, 30, 32, 24, 11, 20, 21, 18)","(18, 13, 12, 11, 15, 12, 18, 15)"
12,7,"(35, 8, 18, 27, 31, 7, 39)","(10, 16, 17, 16, 12, 15, 11)"
