kind,task,machine_selectable,process_time
3,0,"(26, 13, 9, 4, 24, 3, 29, 0, 18, 7, 12, 1, 22, 27, 6, 23, 11, 2, 10, 20, 5, 8, 28, 14, 17, 16, 25, 21, 19)","(19, 13, 14, 14, 19, 10, 17, 16, 19, 17, 12, 11, 16, 12, 11, 18, 20, 13, 20, 13, 20, 13, 19, 20, 11, 19, 12, 19, 16)"
3,1,"(7, 12, 5, 29, 10, 24, 17, 4, 25, 14, 13, 16, 0, 19, 6, 9, 15)","(20, 19, 12, 11, 10, 15, 13, 10, 17, 11, 12, 12, 16, 10, 10, 18, 12)"
3,2,"(16, 6, 3, 9, 23, 15, 12, 25, 17, 19, 13, 0, 27, 7, 28, 26, 18, 8, 24)","(12, 18, 13, 20, 17, 17, 14, 12, 17, 10, 15, 14, 19, 18, 15, 17, 18, 18, 17)"
3,3,"(9, 15, 10, 23, 29, 28, 1, 16, 8, 21, 7, 19, 22, 3, 20, 18, 27, 2, 11, 4)","(12, 18, 12, 10, 16, 13, 12, 12, 20, 18, 10, 11, 12, 16, 19, 18, 10, 14, 14, 16)"
3,4,"(17, 9, 8, 11, 23, 5, 12, 1, 10, 6, 20, 16, 27, 28, 29, 25, 13, 7, 15, 21, 14, 18, 22, 3)","(16, 15, 18, 19, 15, 12, 14, 17, 16, 10, 19, 16, 10, 20, 16, 14, 17, 12, 20, 14, 15, 12, 15, 17)"
3,5,"(26, 15, 7, 25, 16, 27, 18, 21)","(13, 17, 18, 17, 14, 17, 17, 18)"
4,0,"(29,)","(18,)"
4,1,"(8, 28, 7, 23, 20, 29, 13, 6, 0, 1, 18, 2, 4, 17, 9, 19, 5, 21, 27, 10, 12, 15)","(14, 10, 17, 10, 19, 14, 16, 15, 17, 17, 17, 10, 16, 11, 12, 19, 18, 18, 19, 17, 12, 18)"
4,2,"(6, 5, 28, 2, 14, 0, 25, 23, 16, 26, 1, 17, 18, 21, 10, 8, 29, 9, 24, 4, 12, 19, 27, 22, 11, 7, 3, 13, 15, 20)","(14, 12, 16, 18, 10, 19, 12, 18, 12, 16, 20, 11, 20, 16, 14, 11, 17, 10, 10, 15, 13, 17, 11, 20, 18, 16, 10, 15, 16, 16)"
4,3,"(7, 13, 1, 3, 10, 23, 11, 29, 26, 6, 15, 18, 22, 14, 27, 24)","(18, 18, 10, 13, 11, 20, 16, 16, 14, 17, 19, 15, 20, 11, 12, 17)"
4,4,"(17, 28, 16, 13, 1, 0, 25, 24, 26)","(19, 18, 13, 11, 12, 14, 12, 18, 20)"
5,0,"(29, 22, 7, 10, 13, 25, 1, 26, 19, 9, 0, 21, 4)","(15, 13, 15, 20, 20, 14, 11, 16, 10, 11, 19, 19, 11)"
5,1,"(28, 0, 17, 27, 13, 10, 4, 22, 7, 2, 8, 16, 20, 19, 25, 29, 24, 12, 5, 9, 14, 11, 15, 26, 18, 23, 1, 3, 21)","(19, 18, 20, 14, 18, 10, 18, 17, 10, 11, 17, 10, 18, 20, 16, 17, 11, 15, 12, 10, 17, 17, 20, 11, 10, 17, 14, 10, 14)"
5,2,"(27, 8, 7, 13)","(13, 13, 16, 18)"
5,3,"(27, 23, 21, 0, 12, 26, 20, 14, 11, 17, 22, 6, 5, 13, 29, 28, 4, 18, 24, 15, 3, 1, 19, 25)","(19, 15, 17, 19, 16, 17, 12, 20, 14, 16, 11, 20, 10, 15, 11, 11, 10, 19, 10, 10, 20, 17, 10, 11)"
5,4,"(1, 26, 0, 24)","(17, 18, 15, 10)"
5,5,"(17, 7, 3, 20, 10, 12, 4, 16, 21, 14, 24, 9, 8, 28, 15, 1, 22, 5, 11, 0, 25, 18, 6, 19)","(12, 10, 15, 10, 12, 15, 20, 14, 19, 17, 12, 20, 20, 13, 20, 19, 12, 10, 11, 10, 20, 12, 19, 17)"
