kind,task,machine_selectable,process_time
3,4,"(1, 16, 20, 38, 37, 9, 11, 5, 34, 36, 2, 29, 7, 15, 6, 28, 27, 3, 21, 18, 10, 31, 23, 24, 33, 26, 4, 14, 19, 12)","(18, 10, 14, 14, 12, 13, 16, 14, 17, 19, 12, 11, 14, 19, 19, 10, 11, 10, 18, 16, 11, 16, 14, 17, 19, 10, 14, 20, 20, 19)"
3,5,"(12, 10, 39, 18, 27, 3, 16, 13, 9, 38, 1, 30, 14, 25, 4, 31, 5, 11, 22, 19, 33, 20, 29, 37, 32, 8, 17, 6, 36, 15, 7)","(19, 11, 15, 17, 13, 18, 20, 10, 16, 17, 19, 19, 16, 17, 20, 13, 16, 17, 12, 10, 19, 20, 16, 11, 10, 12, 13, 17, 12, 16, 14)"
3,6,"(8, 20, 0, 7, 13, 15, 5, 23, 21, 2, 17, 4, 26, 30, 35, 9, 1, 33, 32, 6, 36, 25, 22, 10, 29, 38, 3, 27, 31, 16, 11, 14, 12, 37, 19, 24, 34, 39)","(13, 20, 12, 10, 15, 18, 16, 19, 19, 17, 12, 14, 15, 19, 17, 11, 20, 20, 15, 15, 20, 17, 19, 13, 12, 17, 17, 10, 11, 11, 20, 15, 14, 20, 19, 11, 17, 20)"
4,0,"(6, 38, 13, 21, 36, 20, 35, 9, 1, 31, 23, 11, 30, 28, 5, 2, 7, 37, 27, 24, 8, 39, 19, 10, 16, 25, 17, 33, 15, 34, 18, 3, 14, 22, 29)","(17, 13, 20, 12, 16, 10, 19, 16, 18, 15, 16, 18, 18, 18, 20, 20, 18, 16, 11, 10, 18, 15, 20, 19, 17, 13, 15, 18, 16, 17, 19, 14, 13, 13, 16)"
4,1,"(36, 39, 5, 8, 20, 3, 23, 34, 13, 31)","(14, 14, 17, 10, 12, 16, 13, 12, 17, 16)"
4,2,"(15, 38, 39, 30, 4, 33, 19, 32, 8, 22, 25, 34, 21, 20, 37, 1, 26, 3, 0, 23)","(17, 20, 16, 15, 19, 16, 14, 15, 18, 17, 20, 16, 16, 19, 14, 19, 20, 14, 17, 11)"
4,3,"(35, 21, 15)","(15, 15, 20)"
4,4,"(22, 18, 19, 29, 25, 30, 36, 11, 35, 16)","(13, 14, 17, 14, 15, 20, 10, 20, 12, 14)"
4,5,"(1, 24, 13, 5, 29, 39, 9)","(10, 15, 13, 17, 17, 12, 19)"
4,6,"(36, 0, 37, 1, 33, 2, 12, 27)","(20, 10, 18, 14, 20, 18, 19, 16)"
4,7,"(24, 34, 7, 31, 26, 38, 11, 1, 8, 9, 0, 15, 12, 22, 14, 35, 33, 2, 27, 10, 19, 32, 29, 13, 5, 37, 28, 6)","(15, 13, 20, 19, 14, 15, 10, 13, 17, 15, 14, 18, 10, 17, 18, 10, 15, 13, 18, 13, 13, 18, 15, 16, 19, 13, 12, 19)"
4,8,"(8, 16, 20, 3, 38, 15, 12, 7, 21, 10, 29, 33, 32, 37, 24, 31, 23, 30, 14, 4, 19, 2, 17, 0, 6, 25, 27, 39, 34, 1, 9, 18, 22, 5)","(11, 13, 16, 19, 16, 14, 18, 10, 14, 10, 17, 13, 17, 13, 10, 14, 11, 15, 10, 16, 13, 12, 14, 10, 15, 11, 10, 12, 16, 15, 18, 13, 18, 17)"
5,0,"(27, 20, 39, 31, 15, 10, 18, 9, 12, 28)","(20, 19, 16, 13, 13, 14, 16, 17, 14, 20)"
5,1,"(13, 16, 35, 8, 15, 2, 0, 34, 21, 6, 10, 19, 36, 17, 25)","(16, 14, 16, 16, 10, 13, 13, 12, 17, 13, 19, 19, 17, 14, 11)"
5,2,"(15, 38, 34, 13, 3, 12)","(15, 19, 12, 10, 19, 14)"
5,3,"(7, 30, 13, 23, 20, 0, 1, 31, 28, 14, 19, 2, 21, 25)","(11, 10, 11, 10, 12, 20, 17, 16, 10, 17, 18, 11, 20, 19)"
5,4,"(35, 33, 30, 38, 4, 34, 13, 1, 2, 5, 31, 28, 6, 18, 22, 15, 3, 10, 24, 26, 39, 14, 7, 19, 8, 9, 16, 27, 23, 37, 21, 32)","(15, 11, 16, 14, 18, 14, 19, 17, 17, 19, 20, 17, 13, 18, 13, 13, 10, 16, 11, 14, 14, 13, 15, 17, 20, 15, 14, 17, 18, 19, 13, 15)"
5,5,"(17, 7, 38, 27, 21, 0, 39, 36, 2, 18, 35, 29, 9, 8, 16, 34, 19, 1, 28, 25, 13, 37, 11, 32, 6, 10, 15, 24, 22, 14, 30, 5, 31, 20, 12, 4, 26, 3, 23, 33)","(10, 15, 20, 20, 20, 12, 16, 10, 12, 17, 10, 16, 18, 17, 15, 16, 17, 10, 17, 11, 20, 18, 20, 11, 12, 19, 12, 13, 16, 11, 13, 19, 11, 12, 13, 17, 17, 14, 15, 19)"
5,6,"(21, 20, 34, 39, 19, 3, 24, 31, 36, 33, 27, 6, 9, 32, 23, 37, 15, 35, 1, 4, 18, 13, 16, 10, 7, 28, 38, 0, 14, 30, 8, 11, 22, 2, 5, 25, 29)","(20, 19, 18, 14, 20, 11, 13, 13, 17, 16, 18, 17, 10, 15, 18, 10, 17, 19, 11, 10, 20, 16, 20, 15, 11, 10, 16, 14, 10, 17, 10, 17, 18, 13, 18, 20, 20)"
5,7,"(33, 3, 24, 35, 17, 39, 11, 9, 29, 16, 37, 18, 32, 25, 23, 0, 13, 4, 15, 36, 26, 12, 21, 10, 6, 28, 27, 7, 20, 31, 34, 22, 2, 38)","(14, 17, 18, 14, 18, 13, 10, 13, 14, 18, 15, 17, 13, 16, 15, 20, 14, 20, 10, 14, 14, 19, 12, 17, 12, 18, 10, 19, 10, 13, 11, 17, 18, 18)"
5,8,"(34, 38, 2, 32, 39, 15)","(13, 20, 16, 14, 13, 11)"
6,0,"(26, 23, 6, 10, 15, 19, 30, 22, 12, 33, 39, 8, 37, 35, 21, 4, 13, 5, 18, 16, 38, 31, 24, 9, 20, 32, 36, 17, 3, 34, 2, 7, 27)","(16, 17, 18, 15, 19, 18, 14, 14, 14, 10, 18, 18, 20, 19, 15, 19, 13, 10, 13, 12, 20, 10, 17, 20, 15, 16, 10, 15, 12, 16, 19, 19, 10)"
6,1,"(35, 6, 33, 22, 11, 31, 2)","(11, 15, 12, 13, 20, 10, 12)"
6,2,"(20,)","(19,)"
6,3,"(19, 2, 26)","(19, 20, 19)"
6,4,"(19, 16, 25, 28, 31, 33, 35, 17, 23, 20, 38, 39, 13, 24, 7, 5, 0, 3, 29, 18, 21, 26, 15, 11, 14, 34, 30, 6, 8, 36, 32, 10, 22, 37, 1, 12, 2)","(16, 16, 13, 13, 10, 19, 12, 13, 15, 16, 15, 14, 10, 13, 10, 17, 19, 20, 19, 11, 15, 14, 10, 12, 20, 17, 13, 12, 10, 11, 12, 20, 19, 15, 13, 11, 18)"
6,5,"(22, 11, 20, 17, 0, 18, 39, 12, 38, 2, 24, 7, 16, 25, 1, 6, 15, 26, 29, 3, 35, 33, 19, 28, 4)","(15, 10, 10, 14, 12, 13, 11, 20, 18, 12, 10, 16, 18, 12, 10, 14, 18, 11, 10, 19, 13, 10, 15, 14, 18)"
7,0,"(1, 4, 18, 6, 35, 3, 38, 0, 32, 30)","(14, 17, 13, 18, 15, 17, 17, 19, 17, 13)"
7,1,"(4, 18, 37, 22, 30, 27, 26, 13, 33, 10, 16, 19, 25, 23, 0, 34, 20, 29, 15, 3)","(19, 18, 12, 14, 15, 20, 20, 15, 13, 18, 11, 15, 11, 18, 12, 17, 12, 20, 13, 18)"
7,2,"(30, 19, 7, 23, 12, 37, 38, 35, 18, 2, 36)","(12, 16, 14, 12, 19, 15, 11, 18, 15, 12, 15)"
7,3,"(4, 15, 0, 33, 34, 25, 27, 11, 26, 39, 2, 22, 20, 31, 38, 30, 37, 29, 17, 13, 12, 32, 3, 16, 19, 6, 5)","(15, 20, 17, 20, 16, 18, 18, 20, 11, 15, 15, 19, 10, 13, 10, 18, 11, 19, 16, 19, 15, 14, 14, 18, 17, 16, 11)"
7,4,"(11, 5, 39, 12, 15, 21, 14, 0, 27, 4, 7, 2, 35, 19, 16, 38, 25, 26, 17, 22, 1, 31, 18)","(20, 15, 10, 14, 18, 18, 14, 19, 11, 15, 10, 18, 19, 12, 20, 14, 14, 16, 14, 10, 13, 15, 10)"
7,5,"(27, 10, 28, 18, 34, 4, 21, 9, 35, 5, 29, 14, 13, 7, 23, 24, 6, 0, 17, 26, 3, 25, 8, 11, 31, 15, 19, 32, 1, 36)","(17, 16, 19, 15, 15, 15, 19, 13, 15, 15, 18, 18, 11, 10, 18, 12, 20, 12, 17, 17, 15, 14, 17, 17, 20, 17, 17, 14, 15, 19)"
7,6,"(12, 36, 7, 24, 39, 22, 15, 27, 14, 32, 38, 25, 0, 33, 11, 2, 26, 37, 28, 19, 34, 18, 30, 3, 13, 6, 1, 10, 35, 5, 4, 31, 16, 21)","(12, 15, 14, 11, 12, 13, 18, 17, 12, 14, 19, 13, 17, 19, 17, 19, 10, 10, 17, 10, 14, 15, 15, 19, 14, 18, 14, 19, 16, 17, 14, 11, 16, 16)"
8,0,"(38, 34, 22, 33, 13, 15, 1, 35, 18, 19, 39, 0, 6, 17, 23, 24, 12, 3, 20, 9, 31, 27, 25, 14, 7, 21, 8, 29, 2, 5, 28, 10, 32, 30, 11, 16, 4, 26, 36, 37)","(12, 13, 20, 19, 15, 16, 20, 17, 11, 12, 15, 15, 19, 13, 15, 10, 12, 17, 16, 17, 14, 19, 10, 16, 14, 11, 12, 12, 17, 12, 20, 17, 16, 15, 13, 11, 14, 15, 11, 20)"
8,1,"(2, 39, 22, 11, 27, 7, 23, 29, 16, 31, 35, 26, 36, 9, 33, 0, 20, 12, 1, 19, 21, 32, 6, 28, 8, 38, 10, 3)","(13, 14, 11, 17, 20, 10, 10, 15, 14, 15, 15, 18, 13, 14, 15, 15, 19, 15, 15, 16, 12, 11, 16, 18, 20, 13, 13, 15)"
8,2,"(4, 9, 29, 2, 11, 31, 21, 20, 36, 25, 10, 18, 38, 33)","(20, 17, 16, 16, 18, 10, 18, 19, 15, 10, 14, 19, 11, 10)"
8,3,"(5, 19, 9, 7, 37, 12, 22, 28, 32, 23, 29, 10, 17, 21, 33, 2, 38, 0, 15, 14, 39, 31)","(18, 16, 10, 14, 13, 11, 17, 11, 15, 15, 20, 17, 18, 15, 12, 11, 20, 19, 17, 19, 13, 13)"
8,4,"(22, 33, 38, 18, 15, 5, 1, 16, 12, 32, 30, 27, 10, 9, 8, 31, 4, 25, 14, 11, 26, 20, 2, 39)","(16, 18, 16, 10, 19, 20, 13, 11, 20, 20, 16, 10, 18, 19, 18, 18, 18, 15, 20, 20, 10, 11, 10, 15)"
8,5,"(21, 9, 29, 28, 14, 0, 12, 1, 11, 26, 24, 7, 10, 13, 6, 5, 8, 4, 22, 38, 36, 27, 17, 3, 31, 20, 30, 34, 37, 32, 18, 39, 19)","(15, 18, 13, 19, 11, 11, 11, 15, 13, 12, 10, 12, 16, 14, 10, 10, 19, 13, 20, 20, 13, 13, 19, 16, 13, 17, 19, 10, 12, 10, 20, 20, 13)"
8,6,"(16, 31, 13, 0, 38, 33, 21, 19, 29, 9, 6, 25, 12, 1, 8, 37, 22, 39, 26, 32, 15, 14, 11, 36, 24, 27, 35, 20, 34, 7, 2)","(18, 18, 20, 17, 18, 12, 20, 11, 18, 18, 19, 13, 18, 14, 14, 17, 18, 11, 16, 17, 16, 16, 13, 14, 12, 10, 18, 13, 14, 18, 11)"
8,7,"(4, 14, 16, 11, 5, 17, 18, 31, 6, 39, 13, 33, 37, 32, 3, 30, 35, 34, 9, 38, 36, 21, 25, 0, 19, 23, 26, 20, 10)","(12, 14, 12, 16, 16, 14, 17, 14, 12, 16, 14, 14, 10, 14, 17, 20, 18, 13, 20, 12, 17, 19, 16, 16, 13, 17, 19, 20, 15)"
8,8,"(16, 36, 9, 31, 32, 26, 10, 25, 17, 20, 1, 2, 35, 39, 19, 15, 24, 30, 34)","(18, 11, 20, 18, 17, 17, 14, 14, 19, 19, 12, 14, 16, 18, 17, 20, 11, 14, 14)"
8,9,"(7, 11, 13, 15, 0, 20, 21, 1, 35, 8, 27, 14, 3, 29, 4, 23, 6, 5, 2, 39, 33, 34, 26)","(16, 19, 13, 19, 19, 15, 13, 11, 15, 15, 16, 16, 14, 20, 12, 13, 19, 14, 10, 12, 20, 16, 19)"
